0,-778.906627963229,-438.241004278742,-261.248185776484
47.3684210526316,2606.75273088382,298.628878569295,-55.2242897006012
94.7368421052632,7288.12340763974,1035.49876141733,150.799606375282
142.105263157895,14943.6327839121,2713.69643266366,509.525628294247
189.473684210526,28865.6328775495,4464.89954930868,887.785501489573
236.842105263158,45396.9902986785,7198.10166046973,1618.92646372574
284.210526315789,61928.3477198076,10175.4581832498,2430.375036587
331.578947368421,78459.7051409366,13764.0774930516,3363.00860370239
378.947368421053,94991.0625620657,17954.2242762203,4342.3221912631
426.315789473684,111522.419983195,22435.6594142009,5518.00855549614
473.684210526316,128053.777404324,27460.8509663127,6831.41089297991
521.052631578947,144585.134825453,32486.0425184246,8309.4572208091
568.421052631579,161116.492246582,37511.2340705364,10007.2597657921
615.789473684211,177647.849667711,42536.4256226482,11792.6969283265
663.157894736842,194179.20708884,47561.61717476,13578.1340908608
710.526315789474,210710.564509969,52586.8087268719,15482.2479648696
757.894736842105,227241.921931098,57612.0002789836,17678.3513327704
805.263157894737,243773.279352227,62637.1918310954,19874.4547006712
852.631578947368,260304.636773356,67662.3833832073,22419.1705524504
900,276835.994194485,72687.5749353191,24967.7299817806
